r,d,y,a,g,z,Equilibrium,C,M,eig_1,eig_2,stability,Colour
0.55,0.24,0.77,0.61,0.12,0.25,1,0.680833394,0,-0.576416733,0.285087474,saddle_node,purple
0.55,0.24,0.77,0.61,0.12,0.25,2,0.028211568,0.833769456,-0.512088356,-0.955619419,stable_node,black
0.55,0.24,0.77,0.61,0.13,0.25,1,0.680833394,0,-0.576416733,0.253755875,saddle_node,purple
0.55,0.24,0.77,0.61,0.13,0.25,2,0.031266715,0.819222678,-0.496279609,-0.946713545,stable_node,black
0.55,0.24,0.77,0.61,0.14,0.25,1,0.680833394,0,-0.576416733,0.222424277,saddle_node,purple
0.55,0.24,0.77,0.61,0.14,0.25,2,0.034470999,0.8045278,-0.480348323,-0.937808431,stable_node,black
0.55,0.24,0.77,0.61,0.15,0.25,1,0.680833394,0,-0.576416733,0.191092678,saddle_node,purple
0.55,0.24,0.77,0.61,0.15,0.25,2,0.037837246,0.789671766,-0.464283963,-0.928903517,stable_node,black
0.55,0.24,0.77,0.61,0.16,0.25,1,0.680833394,0,-0.576416733,0.159761079,saddle_node,purple
0.55,0.24,0.77,0.61,0.16,0.25,2,0.041379985,0.774639753,-0.448074572,-0.919998136,stable_node,black
0.55,0.24,0.77,0.61,0.17,0.25,1,0.680833394,0,-0.576416733,0.128429481,saddle_node,purple
0.55,0.24,0.77,0.61,0.17,0.25,2,0.045115776,0.759414833,-0.431706498,-0.911091483,stable_node,black
0.55,0.24,0.77,0.61,0.18,0.25,1,0.680833394,0,-0.576416733,0.097097882,saddle_node,purple
0.55,0.24,0.77,0.61,0.18,0.25,2,0.049063608,0.743977551,-0.415164062,-0.90218258,stable_node,black
0.55,0.24,0.77,0.61,0.19,0.25,1,0.680833394,0,-0.576416733,0.065766284,saddle_node,purple
0.55,0.24,0.77,0.61,0.19,0.25,2,0.053245419,0.728305383,-0.398429119,-0.89327023,stable_node,black
0.55,0.24,0.77,0.61,0.2,0.25,1,0.680833394,0,-0.576416733,0.034434685,saddle_node,purple
0.55,0.24,0.77,0.61,0.2,0.25,2,0.057686755,0.712372041,-0.381480517,-0.884352954,stable_node,black
0.55,0.24,0.77,0.61,0.21,0.25,1,0.680833394,0,-0.576416733,0.003103086,saddle_node,purple
0.55,0.24,0.77,0.61,0.21,0.25,2,0.062417629,0.69614657,-0.364293366,-0.875428906,stable_node,black
0.55,0.24,0.77,0.61,0.22,0.25,1,0.680833394,0,-0.576416733,-0.028228512,stable_node,black
0.55,0.24,0.77,0.61,0.22,0.25,2,0.06747367,0.679592132,-0.346838089,-0.866495761,stable_node,black
0.55,0.24,0.77,0.61,0.22,0.25,3,0.664552435,0.010170656,0.024994444,-0.603131488,saddle_node,purple
0.55,0.24,0.77,0.61,0.23,0.25,1,0.680833394,0,-0.576416733,-0.059560111,stable_node,black
0.55,0.24,0.77,0.61,0.23,0.25,2,0.072897668,0.662664376,-0.329079124,-0.857550557,stable_node,black
0.55,0.24,0.77,0.61,0.23,0.25,3,0.646045849,0.021858427,0.046589137,-0.626926336,saddle_node,purple
0.55,0.24,0.77,0.61,0.24,0.25,1,0.680833394,0,-0.576416733,-0.090891709,stable_node,black
0.55,0.24,0.77,0.61,0.24,0.25,2,0.627028267,0.034019582,0.063274855,-0.646163741,saddle_node,purple
0.55,0.24,0.77,0.61,0.24,0.25,3,0.078741717,0.645309174,-0.310973136,-0.848589458,stable_node,black
0.55,0.24,0.77,0.61,0.25,0.25,1,0.680833394,0,-0.576416733,-0.122223308,stable_node,black
0.55,0.24,0.77,0.61,0.25,0.25,2,0.085070252,0.627459398,-0.292466485,-0.839607431,stable_node,black
0.55,0.24,0.77,0.61,0.25,0.25,3,0.607433358,0.046722227,0.076054851,-0.661905443,saddle_node,purple
0.55,0.24,0.77,0.61,0.26,0.25,1,0.680833394,0,-0.576416733,-0.153554907,stable_node,black
0.55,0.24,0.77,0.61,0.26,0.25,2,0.091964479,0.609030224,-0.273491524,-0.830597735,stable_node,black
0.55,0.24,0.77,0.61,0.26,0.25,3,0.587177955,0.060052208,0.085578515,-0.674875027,saddle_node,purple
0.55,0.24,0.77,0.61,0.27,0.25,1,0.680833394,0,-0.576416733,-0.184886505,stable_node,black
0.55,0.24,0.77,0.61,0.27,0.25,2,0.566155338,0.074120234,0.092271502,-0.685594426,saddle_node,purple
0.55,0.24,0.77,0.61,0.27,0.25,3,0.099529088,0.589911993,-0.253961004,-0.821551139,stable_node,black
0.55,0.24,0.77,0.61,0.28,0.25,1,0.680833394,0,-0.576416733,-0.216218104,stable_node,black
0.55,0.24,0.77,0.61,0.28,0.25,2,0.544224634,0.089073165,0.096399533,-0.694457839,saddle_node,purple
0.55,0.24,0.77,0.61,0.28,0.25,3,0.107902847,0.56995894,-0.233759243,-0.812454644,stable_node,black
0.55,0.24,0.77,0.61,0.29,0.25,1,0.680833394,0,-0.576416733,-0.247549702,stable_node,black
0.55,0.24,0.77,0.61,0.29,0.25,2,0.521193167,0.105112816,0.098095974,-0.701776192,saddle_node,purple
0.55,0.24,0.77,0.61,0.29,0.25,3,0.117276253,0.548970384,-0.212727438,-0.803289282,stable_node,black
0.55,0.24,0.77,0.61,0.3,0.25,1,0.496785015,0.122529521,0.097361873,-0.707807365,saddle_node,purple
0.55,0.24,0.77,0.61,0.3,0.25,2,0.680833394,0,-0.576416733,-0.278881301,stable_node,black
0.55,0.24,0.77,0.61,0.3,0.25,3,0.127922966,0.526657167,-0.190637517,-0.794026077,stable_node,black
0.55,0.24,0.77,0.61,0.31,0.25,1,0.680833394,0,-0.576416733,-0.3102129,stable_node,black
0.55,0.24,0.77,0.61,0.31,0.25,2,0.140261062,0.502576179,-0.167141271,-0.784617922,stable_node,black
0.55,0.24,0.77,0.61,0.31,0.25,3,0.470579758,0.14176761,0.094032146,-0.712781366,saddle_node,purple
0.55,0.24,0.77,0.61,0.32,0.25,1,0.680833394,0,-0.576416733,-0.341544498,stable_node,black
0.55,0.24,0.77,0.61,0.32,0.25,2,0.44187732,0.163570105,0.08767504,-0.716930395,saddle_node,purple
0.55,0.24,0.77,0.61,0.32,0.25,3,0.154988182,0.475985666,-0.141658267,-0.774981067,stable_node,black
0.55,0.24,0.77,0.61,0.33,0.25,1,0.680833394,0,-0.576416733,-0.372876097,stable_node,black
0.55,0.24,0.77,0.61,0.33,0.25,2,0.409337761,0.189364969,0.077302003,-0.720547929,saddle_node,purple
0.55,0.24,0.77,0.61,0.33,0.25,3,0.173441737,0.445458986,-0.113077636,-0.764944117,stable_node,black
0.55,0.24,0.77,0.61,0.34,0.25,1,0.680833394,0,-0.576416733,-0.404207695,stable_node,black
0.55,0.24,0.77,0.61,0.34,0.25,2,0.198940632,0.407443564,-0.078649651,-0.754051122,stable_node,black
0.55,0.24,0.77,0.61,0.34,0.25,3,0.369639549,0.222706146,0.060265072,-0.724191438,saddle_node,purple
0.55,0.24,0.77,0.61,0.35,0.25,1,0.680833394,0,-0.576416733,-0.435539294,stable_node,black
0.55,0.24,0.77,0.61,0.35,0.25,2,0.303504996,0.284315628,0.020756176,-0.730840833,saddle_node,purple
0.55,0.24,0.77,0.61,0.35,0.25,3,0.250759822,0.341218837,-0.022480757,-0.739407403,stable_node,black
0.55,0.24,0.77,0.61,0.36,0.25,1,0.680833394,0,-0.576416733,-0.466870893,stable_node,black
0.55,0.24,0.77,0.61,0.37,0.25,1,0.680833394,0,-0.576416733,-0.498202491,stable_node,black
0.55,0.24,0.77,0.61,0.38,0.25,1,0.680833394,0,-0.576416733,-0.52953409,stable_node,black
0.55,0.24,0.77,0.61,0.39,0.25,1,0.680833394,0,-0.576416733,-0.560865688,stable_node,black
0.55,0.24,0.77,0.61,0.4,0.25,1,0.680833394,0,-0.592197287,-0.576416733,stable_node,black
0.55,0.24,0.77,0.61,0.41,0.25,1,0.680833394,0,-0.623528886,-0.576416733,stable_node,black
0.55,0.24,0.77,0.61,0.42,0.25,1,0.680833394,0,-0.654860484,-0.576416733,stable_node,black
0.55,0.24,0.77,0.61,0.43,0.25,1,0.680833394,0,-0.686192083,-0.576416733,stable_node,black
0.55,0.24,0.77,0.61,0.44,0.25,1,0.680833394,0,-0.717523681,-0.576416733,stable_node,black
0.55,0.24,0.77,0.61,0.45,0.25,1,0.680833394,0,-0.74885528,-0.576416733,stable_node,black
0.55,0.24,0.77,0.61,0.46,0.25,1,0.680833394,0,-0.78018687900000006,-0.576416733,stable_node,black
0.55,0.24,0.77,0.61,0.47,0.25,1,0.680833394,0,-0.811518477,-0.576416733,stable_node,black
0.55,0.24,0.77,0.61,0.48,0.25,1,0.680833394,0,-0.842850076,-0.576416733,stable_node,black
0.55,0.24,0.77,0.61,0.49,0.25,1,0.680833394,0,-0.874181675,-0.576416733,stable_node,black
0.55,0.24,0.77,0.61,0.5,0.25,1,0.680833394,0,-0.905513273,-0.576416733,stable_node,black
0.55,0.24,0.77,0.62,0,0.25,1,0,1,-0.700545026,-1.066954974,stable_node,black
0.55,0.24,0.77,0.62,0,0.25,2,0.680833394,0,-0.576416733,0.667874991,saddle_node,purple
0.55,0.24,0.77,0.62,0.01,0.25,1,0.00187122,0.986624116,-0.685729806,-1.057879322,stable_node,black
0.55,0.24,0.77,0.62,0.01,0.25,2,0.680833394,0,-0.576416733,0.636543392,saddle_node,purple
0.55,0.24,0.77,0.62,0.02,0.25,1,0.003808102,0.973184846,-0.670855911,-1.048811603,stable_node,black
0.55,0.24,0.77,0.62,0.02,0.25,2,0.680833394,0,-0.576416733,0.605211794,saddle_node,purple
0.55,0.24,0.77,0.62,0.03,0.25,1,0.680833394,0,-0.576416733,0.573880195,saddle_node,purple
0.55,0.24,0.77,0.62,0.03,0.25,2,0.0058144650000000004,0.959678411,-0.65592047,-1.039751558,stable_node,black
0.55,0.24,0.77,0.62,0.04,0.25,1,0.680833394,0,-0.576416733,0.542548597,saddle_node,purple
0.55,0.24,0.77,0.62,0.04,0.25,2,0.007894454,0.946100703,-0.640920331,-1.030698931,stable_node,black
0.55,0.24,0.77,0.62,0.05,0.25,1,0.680833394,0,-0.576416733,0.511216998,saddle_node,purple
0.55,0.24,0.77,0.62,0.05,0.25,2,0.010052578,0.932447247,-0.62585203,-1.021653465,stable_node,black
0.55,0.24,0.77,0.62,0.06,0.25,1,0.680833394,0,-0.576416733,0.479885399,saddle_node,purple
0.55,0.24,0.77,0.62,0.06,0.25,2,0.012293755,0.918713156,-0.610711754,-1.0126149,stable_node,black
0.55,0.24,0.77,0.62,0.07,0.25,1,0.680833394,0,-0.576416733,0.448553801,saddle_node,purple
0.55,0.24,0.77,0.62,0.07,0.25,2,0.014623363,0.904893077,-0.595495299,-1.003582969,stable_node,black
0.55,0.24,0.77,0.62,0.08,0.25,1,0.680833394,0,-0.576416733,0.417222202,saddle_node,purple
0.55,0.24,0.77,0.62,0.08,0.25,2,0.017047295,0.89098113,-0.580198023,-0.994557393,stable_node,black
0.55,0.24,0.77,0.62,0.09,0.25,1,0.680833394,0,-0.576416733,0.385890604,saddle_node,purple
0.55,0.24,0.77,0.62,0.09,0.25,2,0.019572033,0.876970842,-0.564814787,-0.985537882,stable_node,black
0.55,0.24,0.77,0.62,0.1,0.25,1,0.680833394,0,-0.576416733,0.354559005,saddle_node,purple
0.55,0.24,0.77,0.62,0.1,0.25,2,0.022204725,0.862855057,-0.549339887,-0.976524122,stable_node,black
0.55,0.24,0.77,0.62,0.11,0.25,1,0.680833394,0,-0.576416733,0.323227406,saddle_node,purple
0.55,0.24,0.77,0.62,0.11,0.25,2,0.024953283,0.848625844,-0.533766978,-0.967515772,stable_node,black
0.55,0.24,0.77,0.62,0.12,0.25,1,0.680833394,0,-0.576416733,0.291895808,saddle_node,purple
0.55,0.24,0.77,0.62,0.12,0.25,2,0.027826496,0.834274375,-0.518088977,-0.958512457,stable_node,black
0.55,0.24,0.77,0.62,0.13,0.25,1,0.680833394,0,-0.576416733,0.260564209,saddle_node,purple
0.55,0.24,0.77,0.62,0.13,0.25,2,0.030834165,0.819790785,-0.502297949,-0.949513756,stable_node,black
0.55,0.24,0.77,0.62,0.14,0.25,1,0.680833394,0,-0.576416733,0.229232611,saddle_node,purple
0.55,0.24,0.77,0.62,0.14,0.25,2,0.033987267,0.805164005,-0.486384971,-0.940519192,stable_node,black
0.55,0.24,0.77,0.62,0.15,0.25,1,0.680833394,0,-0.576416733,0.197901012,saddle_node,purple
0.55,0.24,0.77,0.62,0.15,0.25,2,0.037298154,0.790381554,-0.470339968,-0.931528216,stable_node,black
0.55,0.24,0.77,0.62,0.16,0.25,1,0.680833394,0,-0.576416733,0.166569413,saddle_node,purple
0.55,0.24,0.77,0.62,0.16,0.25,2,0.040780797,0.775429283,-0.454151502,-0.922540185,stable_node,black
0.55,0.24,0.77,0.62,0.17,0.25,1,0.680833394,0,-0.576416733,0.135237815,saddle_node,purple
0.55,0.24,0.77,0.62,0.17,0.25,2,0.044451089,0.760291068,-0.437806527,-0.913554344,stable_node,black
0.55,0.24,0.77,0.62,0.18,0.25,1,0.680833394,0,-0.576416733,0.103906216,saddle_node,purple
0.55,0.24,0.77,0.62,0.18,0.25,2,0.048327218,0.744948411,-0.421290069,-0.904569788,stable_node,black
0.55,0.24,0.77,0.62,0.19,0.25,1,0.680833394,0,-0.576416733,0.072574618,saddle_node,purple
0.55,0.24,0.77,0.62,0.19,0.25,2,0.052430147,0.729379943,-0.404584827,-0.895585424,stable_node,black
0.55,0.24,0.77,0.62,0.2,0.25,1,0.680833394,0,-0.576416733,0.041243019,saddle_node,purple
0.55,0.24,0.77,0.62,0.2,0.25,2,0.056784222,0.71356079,-0.38767066,-0.886599917,stable_node,black
0.55,0.24,0.77,0.62,0.21,0.25,1,0.680833394,0,-0.576416733,0.00991142,saddle_node,purple
0.55,0.24,0.77,0.62,0.21,0.25,2,0.061417967,0.697461741,-0.370523925,-0.877611616,stable_node,black
0.55,0.24,0.77,0.62,0.22,0.25,1,0.680833394,0,-0.576416733,-0.021420178,stable_node,black
0.55,0.24,0.77,0.62,0.22,0.25,2,0.06636513,0.681048148,-0.353116596,-0.868618453,stable_node,black
0.55,0.24,0.77,0.62,0.22,0.25,3,0.668615063,0.007567837,0.019519698,-0.597177871,saddle_node,purple
0.55,0.24,0.77,0.62,0.23,0.25,1,0.680833394,0,-0.576416733,-0.052751777,stable_node,black
0.55,0.24,0.77,0.62,0.23,0.25,2,0.071666087,0.66427845,-0.335415082,-0.859617807,stable_node,black
0.55,0.24,0.77,0.62,0.23,0.25,3,0.650366273,0.018978942,0.0424045,-0.622126548,saddle_node,purple
0.55,0.24,0.77,0.62,0.24,0.25,1,0.680833394,0,-0.576416733,-0.084083375,stable_node,black
0.55,0.24,0.77,0.62,0.24,0.25,2,0.077369781,0.647102143,-0.317378611,-0.850606306,stable_node,black
0.55,0.24,0.77,0.62,0.24,0.25,3,0.631623724,0.030842452,0.060111466,-0.642231919,saddle_node,purple
0.55,0.24,0.77,0.62,0.25,0.25,1,0.680833394,0,-0.576416733,-0.115414974,stable_node,black
0.55,0.24,0.77,0.62,0.25,0.25,2,0.083536433,0.629456912,-0.298956945,-0.841579542,stable_node,black
0.55,0.24,0.77,0.62,0.25,0.25,3,0.612325278,0.043221672,0.073743682,-0.658651532,saddle_node,purple
0.55,0.24,0.77,0.62,0.26,0.25,1,0.680833394,0,-0.576416733,-0.146746573,stable_node,black
0.55,0.24,0.77,0.62,0.26,0.25,2,0.090241476,0.611264489,-0.28008709,-0.832531641,stable_node,black
0.55,0.24,0.77,0.62,0.26,0.25,3,0.592393517,0.056195901,0.084010147,-0.672163063,saddle_node,purple
0.55,0.24,0.77,0.62,0.27,0.25,1,0.680833394,0,-0.576416733,-0.178078171,stable_node,black
0.55,0.24,0.77,0.62,0.27,0.25,2,0.57172986,0.069866642,0.09137718,-0.683321312,saddle_node,purple
0.55,0.24,0.77,0.62,0.27,0.25,3,0.097581436,0.592424431,-0.260688366,-0.82345461,stable_node,black
0.55,0.24,0.77,0.62,0.28,0.25,1,0.680833394,0,-0.576416733,-0.20940977,stable_node,black
0.55,0.24,0.77,0.62,0.28,0.25,2,0.550205402,0.084367305,0.096142665,-0.692541179,saddle_node,purple
0.55,0.24,0.77,0.62,0.28,0.25,3,0.105683091,0.572804437,-0.240654738,-0.814337269,stable_node,black
0.55,0.24,0.77,0.62,0.29,0.25,1,0.680833394,0,-0.576416733,-0.240741369,stable_node,black
0.55,0.24,0.77,0.62,0.29,0.25,2,0.527645919,0.099879088,0.098470436,-0.700146377,saddle_node,purple
0.55,0.24,0.77,0.62,0.29,0.25,3,0.114718455,0.552224453,-0.21984228,-0.805163459,stable_node,black
0.55,0.24,0.77,0.62,0.3,0.25,1,0.680833394,0,-0.576416733,-0.272072967,stable_node,black
0.55,0.24,0.77,0.62,0.3,0.25,2,0.503805759,0.116658698,0.098397187,-0.706401396,saddle_node,purple
0.55,0.24,0.77,0.62,0.3,0.25,3,0.12493089,0.530428963,-0.198047353,-0.795908814,stable_node,black
0.55,0.24,0.77,0.62,0.31,0.25,1,0.680833394,0,-0.576416733,-0.303404566,stable_node,black
0.55,0.24,0.77,0.62,0.31,0.25,2,0.136684455,0.507034512,-0.174965403,-0.786534451,stable_node,black
0.55,0.24,0.77,0.62,0.31,0.25,3,0.478318489,0.135090825,0.095809796,-0.711536334,saddle_node,purple
0.55,0.24,0.77,0.62,0.32,0.25,1,0.680833394,0,-0.576416733,-0.334736164,stable_node,black
0.55,0.24,0.77,0.62,0.32,0.25,2,0.450592572,0.155799225,0.090370817,-0.715773142,saddle_node,purple
0.55,0.24,0.77,0.62,0.32,0.25,3,0.150568216,0.481418629,-0.150103991,-0.776973187,stable_node,black
0.55,0.24,0.77,0.62,0.33,0.25,1,0.680833394,0,-0.576416733,-0.366067763,stable_node,black
0.55,0.24,0.77,0.62,0.33,0.25,2,0.419551457,0.17992394,0.081310773,-0.719369819,saddle_node,purple
0.55,0.24,0.77,0.62,0.33,0.25,3,0.167656161,0.452442609,-0.122566435,-0.767094004,stable_node,black
0.55,0.24,0.77,0.62,0.34,0.25,1,0.680833394,0,-0.576416733,-0.397399362,stable_node,black
0.55,0.24,0.77,0.62,0.34,0.25,2,0.190359093,0.417541402,-0.090344015,-0.756581308,stable_node,black
0.55,0.24,0.77,0.62,0.34,0.25,3,0.382781675,0.210031409,0.066726567,-0.722747344,saddle_node,purple
0.55,0.24,0.77,0.62,0.35,0.25,1,0.680833394,0,-0.576416733,-0.42873096,stable_node,black
0.55,0.24,0.77,0.62,0.35,0.25,2,0.331303192,0.255712213,0.039252446,-0.72726765,saddle_node,purple
0.55,0.24,0.77,0.62,0.35,0.25,3,0.227654274,0.367125876,-0.045982402,-0.7441615,stable_node,black
0.55,0.24,0.77,0.62,0.36,0.25,1,0.680833394,0,-0.576416733,-0.460062559,stable_node,black
0.55,0.24,0.77,0.62,0.37,0.25,1,0.680833394,0,-0.576416733,-0.491394157,stable_node,black
0.55,0.24,0.77,0.62,0.38,0.25,1,0.680833394,0,-0.576416733,-0.522725756,stable_node,black
0.55,0.24,0.77,0.62,0.39,0.25,1,0.680833394,0,-0.576416733,-0.554057355,stable_node,black
0.55,0.24,0.77,0.62,0.4,0.25,1,0.680833394,0,-0.585388953,-0.576416733,stable_node,black
0.55,0.24,0.77,0.62,0.41,0.25,1,0.680833394,0,-0.616720552,-0.576416733,stable_node,black
0.55,0.24,0.77,0.62,0.42,0.25,1,0.680833394,0,-0.64805215,-0.576416733,stable_node,black
0.55,0.24,0.77,0.62,0.43,0.25,1,0.680833394,0,-0.679383749,-0.576416733,stable_node,black
0.55,0.24,0.77,0.62,0.44,0.25,1,0.680833394,0,-0.710715348,-0.576416733,stable_node,black
0.55,0.24,0.77,0.62,0.45,0.25,1,0.680833394,0,-0.742046946,-0.576416733,stable_node,black
0.55,0.24,0.77,0.62,0.46,0.25,1,0.680833394,0,-0.773378545,-0.576416733,stable_node,black
0.55,0.24,0.77,0.62,0.47,0.25,1,0.680833394,0,-0.804710143,-0.576416733,stable_node,black
0.55,0.24,0.77,0.62,0.48,0.25,1,0.680833394,0,-0.836041742,-0.576416733,stable_node,black
0.55,0.24,0.77,0.62,0.49,0.25,1,0.680833394,0,-0.867373341,-0.576416733,stable_node,black
0.55,0.24,0.77,0.62,0.5,0.25,1,0.680833394,0,-0.898704939,-0.576416733,stable_node,black
0.55,0.24,0.77,0.63,0,0.25,1,0,1,-0.706125898,-1.071374102,stable_node,black
0.55,0.24,0.77,0.63,0,0.25,2,0.680833394,0,-0.576416733,0.674683325,saddle_node,purple
0.55,0.24,0.77,0.63,0.01,0.25,1,0.001848608,0.986652824,-0.691351477,-1.062154999,stable_node,black
0.55,0.24,0.77,0.63,0.01,0.25,2,0.680833394,0,-0.576416733,0.643351726,saddle_node,purple
0.55,0.24,0.77,0.63,0.02,0.25,1,0.003761727,0.973243947,-0.676515422,-1.052948175,stable_node,black
0.55,0.24,0.77,0.63,0.02,0.25,2,0.680833394,0,-0.576416733,0.612020128,saddle_node,purple
0.55,0.24,0.77,0.63,0.03,0.25,1,0.680833394,0,-0.576416733,0.580688529,saddle_node,purple
0.55,0.24,0.77,0.63,0.03,0.25,2,0.005743085,0.959769715,-0.661615082,-1.043753255,stable_node,black
0.55,0.24,0.77,0.63,0.04,0.25,1,0.007796721,0.946226155,-0.646647525,-1.034569871,stable_node,black
0.55,0.24,0.77,0.63,0.04,0.25,2,0.680833394,0,-0.576416733,0.54935693,saddle_node,purple
0.55,0.24,0.77,0.63,0.05,0.25,1,0.680833394,0,-0.576416733,0.518025332,saddle_node,purple
0.55,0.24,0.77,0.63,0.05,0.25,2,0.009927029,0.932608945,-0.631609511,-1.025397664,stable_node,black
0.55,0.24,0.77,0.63,0.06,0.25,1,0.680833394,0,-0.576416733,0.486693733,saddle_node,purple
0.55,0.24,0.77,0.63,0.06,0.25,2,0.012138796,0.918913365,-0.616497457,-1.01623628,stable_node,black
0.55,0.24,0.77,0.63,0.07,0.25,1,0.680833394,0,-0.576416733,0.455362135,saddle_node,purple
0.55,0.24,0.77,0.63,0.07,0.25,2,0.014437251,0.905134251,-0.601307398,-1.007085367,stable_node,black
0.55,0.24,0.77,0.63,0.08,0.25,1,0.680833394,0,-0.576416733,0.424030536,saddle_node,purple
0.55,0.24,0.77,0.63,0.08,0.25,2,0.016828123,0.891265935,-0.586034941,-0.997944569,stable_node,black
0.55,0.24,0.77,0.63,0.09,0.25,1,0.680833394,0,-0.576416733,0.392698937,saddle_node,purple
0.55,0.24,0.77,0.63,0.09,0.25,2,0.019317705,0.877302183,-0.570675208,-0.988813524,stable_node,black
0.55,0.24,0.77,0.63,0.1,0.25,1,0.680833394,0,-0.576416733,0.361367339,saddle_node,purple
0.55,0.24,0.77,0.63,0.1,0.25,2,0.02191293,0.863236108,-0.555222775,-0.97969186,stable_node,black
0.55,0.24,0.77,0.63,0.11,0.25,1,0.680833394,0,-0.576416733,0.33003574,saddle_node,purple
0.55,0.24,0.77,0.63,0.11,0.25,2,0.024621465,0.849060087,-0.539671594,-0.970579186,stable_node,black
0.55,0.24,0.77,0.63,0.12,0.25,1,0.680833394,0,-0.576416733,0.298704142,saddle_node,purple
0.55,0.24,0.77,0.63,0.12,0.25,2,0.027451815,0.834765641,-0.524014908,-0.961475088,stable_node,black
0.55,0.24,0.77,0.63,0.13,0.25,1,0.680833394,0,-0.576416733,0.267372543,saddle_node,purple
0.55,0.24,0.77,0.63,0.13,0.25,2,0.030413453,0.82034331,-0.508245135,-0.952379117,stable_node,black
0.55,0.24,0.77,0.63,0.14,0.25,1,0.680833394,0,-0.576416733,0.236040944,saddle_node,purple
0.55,0.24,0.77,0.63,0.14,0.25,2,0.033516975,0.805782492,-0.492353749,-0.943290782,stable_node,black
0.55,0.24,0.77,0.63,0.15,0.25,1,0.680833394,0,-0.576416733,0.204709346,saddle_node,purple
0.55,0.24,0.77,0.63,0.15,0.25,2,0.036774288,0.791071246,-0.476331114,-0.934209533,stable_node,black
0.55,0.24,0.77,0.63,0.16,0.25,1,0.680833394,0,-0.576416733,0.173377747,saddle_node,purple
0.55,0.24,0.77,0.63,0.16,0.25,2,0.040198835,0.776196064,-0.460166297,-0.925134746,stable_node,black
0.55,0.24,0.77,0.63,0.17,0.25,1,0.680833394,0,-0.576416733,0.142046149,saddle_node,purple
0.55,0.24,0.77,0.63,0.17,0.25,2,0.043805881,0.76114157,-0.443846831,-0.916065701,stable_node,black
0.55,0.24,0.77,0.63,0.18,0.25,1,0.680833394,0,-0.576416733,0.11071455,saddle_node,purple
0.55,0.24,0.77,0.63,0.18,0.25,2,0.047612862,0.745890165,-0.427358416,-0.907001554,stable_node,black
0.55,0.24,0.77,0.63,0.19,0.25,1,0.680833394,0,-0.576416733,0.079382951,saddle_node,purple
0.55,0.24,0.77,0.63,0.19,0.25,2,0.051639829,0.730421558,-0.41068455,-0.897941301,stable_node,black
0.55,0.24,0.77,0.63,0.2,0.25,1,0.680833394,0,-0.576416733,0.048051353,saddle_node,purple
0.55,0.24,0.77,0.63,0.2,0.25,2,0.055910013,0.714712189,-0.393806051,-0.888883731,stable_node,black
0.55,0.24,0.77,0.63,0.21,0.25,1,0.680833394,0,-0.576416733,0.016719754,saddle_node,purple
0.55,0.24,0.77,0.63,0.21,0.25,2,0.060450553,0.698734462,-0.376700446,-0.879827363,stable_node,black
0.55,0.24,0.77,0.63,0.22,0.25,1,0.680833394,0,-0.576416733,-0.014611844,stable_node,black
0.55,0.24,0.77,0.63,0.22,0.25,2,0.065293457,0.682455748,-0.359341156,-0.870770356,stable_node,black
0.55,0.24,0.77,0.63,0.22,0.25,3,0.672589223,0.005063276,0.013708411,-0.590929945,saddle_node,purple
0.55,0.24,0.77,0.63,0.23,0.25,1,0.680833394,0,-0.576416733,-0.045943443,stable_node,black
0.55,0.24,0.77,0.63,0.23,0.25,2,0.654590977,0.016207849,0.037956299,-0.617111678,saddle_node,purple
0.55,0.24,0.77,0.63,0.23,0.25,3,0.070476886,0.665837047,-0.341696425,-0.861710392,stable_node,black
0.55,0.24,0.77,0.63,0.24,0.25,1,0.680833394,0,-0.576416733,-0.077275042,stable_node,black
0.55,0.24,0.77,0.63,0.24,0.25,2,0.076046898,0.648831157,-0.323727838,-0.852644506,stable_node,black
0.55,0.24,0.77,0.63,0.24,0.25,3,0.636115118,0.027785243,0.05672797,-0.638135823,saddle_node,purple
0.55,0.24,0.77,0.63,0.25,0.25,1,0.680833394,0,-0.576416733,-0.10860664,stable_node,black
0.55,0.24,0.77,0.63,0.25,0.25,2,0.617103312,0.039854417,0.071239426,-0.655269182,saddle_node,purple
0.55,0.24,0.77,0.63,0.25,0.25,3,0.08205989,0.63138012,-0.305388272,-0.843568841,stable_node,black
0.55,0.24,0.77,0.63,0.26,0.25,1,0.680833394,0,-0.576416733,-0.139938239,stable_node,black
0.55,0.24,0.77,0.63,0.26,0.25,2,0.088586101,0.613411553,-0.286618951,-0.834478289,stable_node,black
0.55,0.24,0.77,0.63,0.26,0.25,3,0.597483321,0.052488791,0.082265087,-0.669349882,saddle_node,purple
0.55,0.24,0.77,0.63,0.27,0.25,1,0.680833394,0,-0.576416733,-0.171269837,stable_node,black
0.55,0.24,0.77,0.63,0.27,0.25,2,0.577163817,0.065781689,0.090314542,-0.680969034,saddle_node,purple
0.55,0.24,0.77,0.63,0.27,0.25,3,0.095714779,0.594833207,-0.267345083,-0.825365927,stable_node,black
0.55,0.24,0.77,0.63,0.28,0.25,1,0.680833394,0,-0.576416733,-0.202601436,stable_node,black
0.55,0.24,0.77,0.63,0.28,0.25,2,0.556026428,0.079854715,0.095718608,-0.690564374,saddle_node,purple
0.55,0.24,0.77,0.63,0.28,0.25,3,0.103562148,0.575524592,-0.247469172,-0.816222144,stable_node,black
